order_key,customer_key,date_key,geo_key,channel_key,payment_key,discount_rate_level_key,flag_key,campaign_key,total_items,unique_products,subtotal,discount_amount,discount_rate,shipping_cost,tax_amount,revenue,profit,profit_margin,days_to_ship,days_to_deliver,ship_to_delivery_days,order_date,ship_date,delivery_date
42201,8622,840,19,23,16,4,10,NULL,3,3,35.99,5.98,12.00,17.72,2.10,49.83,7.86,15.77,1,3,2,2026-04-19,2026-04-20,2026-04-22
42202,17954,293,20,3,17,6,3,NULL,3,3,72.99,14.94,22.55,4.13,4.06,66.24,14.19,21.42,NULL,NULL,NULL,2024-10-19,NULL,NULL
42203,10899,26,8,24,11,7,8,6,3,3,162.19,47.42,36.56,0.00,14.92,129.69,18.22,14.05,NULL,NULL,NULL,2024-01-26,NULL,NULL
42204,5695,634,14,9,6,1,17,NULL,4,4,85.54,0.00,0.00,7.92,17.11,110.57,29.63,26.80,2,NULL,NULL,2025-09-25,2025-09-27,NULL
42205,21178,941,17,18,10,1,18,2,3,2,68.97,0.00,0.00,5.24,4.83,79.04,21.38,27.05,NULL,NULL,NULL,2026-07-29,NULL,NULL
42206,15566,185,18,9,18,1,9,NULL,1,1,33.51,0.00,0.00,12.78,2.35,48.64,10.47,21.53,0,1,1,2024-07-03,2024-07-03,2024-07-04
42207,2469,679,15,24,6,1,19,5,4,4,44.78,0.00,0.00,7.02,8.96,60.76,13.33,21.94,2,4,2,2025-11-09,2025-11-11,2025-11-13
42208,8817,414,15,19,18,1,19,NULL,3,2,33.32,0.00,0.00,6.95,6.66,46.93,10.90,23.23,2,6,4,2025-02-17,2025-02-19,2025-02-23
42209,6645,91,18,21,18,1,17,NULL,1,1,45.38,0.00,0.00,5.93,3.18,54.49,19.74,36.23,2,NULL,NULL,2024-03-31,2024-04-02,NULL
42210,16893,420,15,9,6,6,4,NULL,5,4,49.34,12.42,26.22,3.06,7.38,47.36,11.03,23.29,2,7,5,2025-02-23,2025-02-25,2025-03-02
42211,14369,583,18,10,6,6,19,7,4,2,32.64,8.42,26.27,6.13,1.70,32.05,2.92,9.11,0,4,4,2025-08-05,2025-08-05,2025-08-09
42212,15329,589,9,4,6,6,17,NULL,8,6,146.34,28.51,20.33,0.00,22.39,140.22,23.05,16.44,2,NULL,NULL,2025-08-11,2025-08-13,NULL
42213,12257,476,5,11,6,1,19,NULL,5,3,99.01,0.00,0.00,7.91,12.87,119.79,48.17,40.21,2,7,5,2025-04-20,2025-04-22,2025-04-27
42214,19239,929,2,8,18,1,19,NULL,1,1,14.13,0.00,0.00,7.87,1.41,23.41,5.74,24.52,0,2,2,2026-07-17,2026-07-17,2026-07-19
42215,14980,514,18,10,6,1,19,NULL,4,2,123.86,0.00,0.00,0.00,8.67,132.53,39.79,30.02,2,5,3,2025-05-28,2025-05-30,2025-06-02
42216,2039,44,13,21,6,1,7,NULL,3,2,136.27,0.00,0.00,15.16,27.25,178.68,62.00,34.70,0,NULL,NULL,2024-02-13,2024-02-13,NULL
42217,3190,345,20,9,6,1,9,NULL,2,2,24.52,0.00,0.00,15.89,1.72,42.13,11.05,26.23,1,2,1,2024-12-10,2024-12-11,2024-12-12
42218,16568,18,10,4,6,1,7,6,3,3,185.04,0.00,0.00,17.18,35.16,237.38,81.74,34.43,1,NULL,NULL,2024-01-18,2024-01-19,NULL
42219,3990,317,16,10,20,1,10,7,3,2,77.90,0.00,0.00,12.58,15.58,106.06,31.86,30.04,0,1,1,2024-11-12,2024-11-12,2024-11-13
42220,14558,426,9,22,19,1,8,NULL,5,5,137.70,0.00,0.00,0.00,26.16,163.86,47.77,29.15,NULL,NULL,NULL,2025-03-01,NULL,NULL
42221,15093,823,19,22,6,1,9,3,7,7,311.46,0.00,0.00,15.18,21.80,348.44,153.11,43.94,1,3,2,2026-04-02,2026-04-03,2026-04-05
42222,13320,454,20,19,8,2,10,NULL,1,1,35.40,2.10,4.31,13.05,2.33,48.68,14.36,29.50,1,3,2,2025-03-29,2025-03-30,2025-04-01
42223,12546,516,20,8,10,1,4,NULL,1,1,49.06,0.00,0.00,4.69,3.43,57.18,17.52,30.64,0,5,5,2025-05-30,2025-05-30,2025-06-04
42224,11250,299,13,22,20,1,18,NULL,6,6,112.96,0.00,0.00,0.00,22.59,135.55,43.61,32.17,NULL,NULL,NULL,2024-10-25,NULL,NULL
42225,16683,632,20,24,19,1,19,NULL,2,2,45.12,0.00,0.00,5.15,3.16,53.43,16.63,31.12,2,7,5,2025-09-23,2025-09-25,2025-09-30
42226,13678,765,10,21,13,7,3,NULL,4,4,250.52,69.63,32.35,0.00,34.37,215.26,23.93,11.12,NULL,NULL,NULL,2026-02-03,NULL,NULL
42227,6274,524,17,20,6,1,19,7,3,3,80.42,0.00,0.00,6.39,5.63,92.44,33.69,36.45,0,5,5,2025-06-07,2025-06-07,2025-06-12
42228,8640,151,6,20,14,1,9,NULL,2,2,50.96,0.00,0.00,17.41,6.62,74.99,20.31,27.08,0,2,2,2024-05-30,2024-05-30,2024-06-01
42229,10402,643,17,21,14,7,19,NULL,4,3,60.82,16.49,30.58,6.50,3.10,53.93,9.52,17.65,1,5,4,2025-10-04,2025-10-05,2025-10-09
42230,12255,539,18,9,7,2,11,NULL,2,2,71.31,3.83,3.87,26.81,4.72,99.01,25.72,25.98,0,1,1,2025-06-22,2025-06-22,2025-06-23
42231,3457,545,18,15,2,4,19,NULL,2,2,28.03,4.21,12.83,7.33,1.67,32.82,4.44,13.53,1,6,5,2025-06-28,2025-06-29,2025-07-04
42232,15836,808,2,3,14,3,19,NULL,9,7,150.29,7.96,5.08,0.00,14.23,156.56,56.79,36.27,2,6,4,2026-03-18,2026-03-20,2026-03-24
42233,9178,7,18,3,6,1,4,NULL,4,3,30.69,0.00,0.00,3.07,2.15,35.91,13.11,36.51,0,6,6,2024-01-07,2024-01-07,2024-01-13
42234,14979,394,3,1,6,6,19,NULL,6,5,288.12,60.52,24.17,0.00,22.76,250.36,78.40,31.31,0,5,5,2025-01-28,2025-01-28,2025-02-02
42235,17520,42,17,6,8,1,20,NULL,4,2,121.61,0.00,0.00,6.21,8.51,136.33,47.54,34.87,2,7,5,2024-02-11,2024-02-13,2024-02-18
42236,7664,695,9,10,18,1,9,NULL,1,1,22.94,0.00,0.00,16.62,4.36,43.92,8.72,19.85,1,2,1,2025-11-25,2025-11-26,2025-11-27
42237,17032,768,19,10,18,1,19,NULL,4,3,96.35,0.00,0.00,6.32,6.74,109.41,37.15,33.95,1,5,4,2026-02-06,2026-02-07,2026-02-11
42238,5475,469,18,24,18,5,19,NULL,1,1,20.47,3.81,15.07,7.45,1.17,25.28,5.70,22.55,1,5,4,2025-04-13,2025-04-14,2025-04-18
42239,13397,22,17,24,10,5,17,NULL,4,2,110.39,18.08,17.03,7.38,6.46,106.15,29.92,28.19,1,NULL,NULL,2024-01-22,2024-01-23,NULL
42240,10116,924,17,21,6,1,19,NULL,5,5,182.84,0.00,0.00,7.72,12.80,203.36,77.09,37.91,0,2,2,2026-07-12,2026-07-12,2026-07-14
42241,14671,1,19,11,8,1,18,NULL,4,4,119.86,0.00,0.00,7.31,8.39,135.56,55.51,40.95,NULL,NULL,NULL,2024-01-01,NULL,NULL
42242,13960,51,17,22,18,3,19,NULL,3,2,88.82,6.19,6.42,7.95,5.78,96.36,29.16,30.26,1,4,3,2024-02-20,2024-02-21,2024-02-24
42243,9232,67,5,13,6,6,4,NULL,5,5,189.07,44.47,26.70,3.14,18.80,166.54,23.54,14.13,3,11,8,2024-03-07,2024-03-10,2024-03-18
42244,14492,140,20,5,8,1,20,NULL,3,3,41.74,0.00,0.00,5.75,2.92,50.41,19.51,38.70,0,3,3,2024-05-19,2024-05-19,2024-05-22
42245,3458,889,13,4,16,1,8,7,3,3,289.01,0.00,0.00,0.00,57.80,346.81,135.19,38.98,NULL,NULL,NULL,2026-06-07,NULL,NULL
42246,19741,319,15,21,6,1,19,NULL,2,2,55.46,0.00,0.00,6.46,11.09,73.01,16.83,23.05,1,6,5,2024-11-14,2024-11-15,2024-11-20
42247,5848,789,19,23,18,7,19,NULL,4,3,108.25,29.25,34.60,0.00,5.53,84.53,5.88,6.96,2,5,3,2026-02-27,2026-03-01,2026-03-04
42248,21445,20,1,9,18,2,9,NULL,5,3,100.91,5.10,4.25,14.74,9.58,120.13,36.47,30.36,0,1,1,2024-01-20,2024-01-20,2024-01-21
42249,20043,298,20,22,6,1,9,2,1,1,27.34,0.00,0.00,16.49,1.91,45.74,10.45,22.85,1,2,1,2024-10-24,2024-10-25,2024-10-26
42250,18475,597,20,20,7,4,19,7,2,2,64.21,9.57,14.49,7.57,3.82,66.03,16.41,24.85,2,4,2,2025-08-19,2025-08-21,2025-08-23
42251,16990,53,5,21,6,1,16,NULL,4,2,193.01,0.00,0.00,5.34,25.09,223.44,88.85,39.76,1,3,2,2024-02-22,2024-02-23,2024-02-25
42252,20187,537,20,15,6,1,4,NULL,6,4,139.37,0.00,0.00,0.00,9.76,149.13,47.11,31.59,2,7,5,2025-06-20,2025-06-22,2025-06-27
42253,4596,881,17,12,10,6,9,NULL,2,2,55.49,16.29,29.86,12.62,2.74,54.56,7.09,12.99,0,1,1,2026-05-30,2026-05-30,2026-05-31
42254,610,659,11,9,6,1,19,NULL,3,2,45.38,0.00,0.00,6.60,8.62,60.60,21.29,35.13,0,3,3,2025-10-20,2025-10-20,2025-10-23
42255,990,588,6,24,6,5,4,5,4,3,32.53,5.82,17.44,3.19,3.47,33.37,3.38,10.13,2,8,6,2025-08-10,2025-08-12,2025-08-18
42256,17822,45,8,4,4,1,10,6,2,2,20.29,0.00,0.00,15.00,2.64,37.93,9.59,25.28,0,2,2,2024-02-14,2024-02-14,2024-02-16
42257,20697,355,17,21,16,4,20,NULL,4,2,199.14,20.64,10.47,6.21,12.50,197.21,68.09,34.53,0,3,3,2024-12-20,2024-12-20,2024-12-23
42258,3225,174,8,22,8,1,8,NULL,5,4,268.80,0.00,0.00,0.00,34.94,303.74,115.53,38.04,NULL,NULL,NULL,2024-06-22,NULL,NULL
42259,8156,96,20,10,18,1,14,3,4,4,95.97,0.00,0.00,24.62,6.72,127.31,33.46,26.28,0,0,0,2024-04-05,2024-04-05,2024-04-05
42260,2344,461,19,23,6,5,6,NULL,3,2,37.89,7.60,15.63,16.20,2.12,48.61,7.22,14.85,0,1,1,2025-04-05,2025-04-05,2025-04-06
42261,14450,478,17,9,16,1,15,NULL,2,2,182.39,0.00,0.00,21.20,12.77,216.36,72.71,33.61,0,1,1,2025-04-22,2025-04-22,2025-04-23
42262,18627,466,6,24,6,3,9,3,1,1,40.93,4.87,9.20,12.16,4.69,52.91,11.23,21.22,1,2,1,2025-04-10,2025-04-11,2025-04-12
42263,17906,358,15,22,6,1,17,2,3,2,97.09,0.00,0.00,6.74,19.42,123.25,35.55,28.84,0,NULL,NULL,2024-12-23,2024-12-23,NULL
42264,2574,57,15,21,6,1,19,NULL,2,2,66.13,0.00,0.00,5.00,13.23,84.36,31.85,37.75,1,3,2,2024-02-26,2024-02-27,2024-02-29
42265,3457,318,17,4,6,6,19,NULL,2,2,78.86,19.71,28.80,5.15,4.14,68.44,4.90,7.16,0,4,4,2024-11-13,2024-11-13,2024-11-17
42266,21451,147,11,23,18,1,19,NULL,3,3,94.13,0.00,0.00,7.07,17.88,119.08,35.23,29.59,1,3,2,2024-05-26,2024-05-27,2024-05-29
42267,19809,354,19,11,18,1,9,NULL,2,2,18.11,0.00,0.00,12.94,1.27,32.32,9.04,27.97,0,2,2,2024-12-19,2024-12-19,2024-12-21
42268,18902,800,6,15,18,6,4,NULL,2,2,8.72,2.61,23.30,4.30,0.79,11.20,0.44,3.93,0,4,4,2026-03-10,2026-03-10,2026-03-14
42269,8086,792,9,24,19,3,8,NULL,4,4,71.71,5.01,5.17,17.51,12.67,96.88,28.69,29.61,NULL,NULL,NULL,2026-03-02,NULL,NULL
42270,4563,49,19,22,10,3,19,NULL,4,4,135.37,7.57,5.29,6.43,8.95,143.18,41.79,29.19,0,5,5,2024-02-18,2024-02-18,2024-02-23
42271,3956,309,17,19,18,3,19,NULL,5,3,155.84,10.45,6.48,5.58,10.18,161.15,49.84,30.93,2,6,4,2024-11-04,2024-11-06,2024-11-10
42272,67,951,19,10,6,1,4,2,6,5,89.06,0.00,0.00,4.50,6.23,99.79,33.77,33.84,1,5,4,2026-08-08,2026-08-09,2026-08-13
42273,6487,25,17,1,15,1,18,NULL,1,1,11.10,0.00,0.00,7.08,0.78,18.96,5.44,28.69,NULL,NULL,NULL,2024-01-25,NULL,NULL
42274,11380,853,17,19,6,1,16,NULL,2,2,85.96,0.00,0.00,5.08,6.02,97.06,29.72,30.62,0,5,5,2026-05-02,2026-05-02,2026-05-07
42275,8567,908,13,21,6,7,19,NULL,2,2,96.01,27.00,30.10,6.89,13.80,89.70,-0.08,-0.09,1,5,4,2026-06-26,2026-06-27,2026-07-01
42276,11388,261,5,7,6,1,4,NULL,3,2,53.90,0.00,0.00,4.76,7.01,65.67,21.03,32.02,1,7,6,2024-09-17,2024-09-18,2024-09-24
42277,5805,667,20,23,18,1,9,NULL,3,3,71.91,0.00,0.00,14.00,5.03,90.94,33.73,37.09,0,2,2,2025-10-28,2025-10-28,2025-10-30
42278,21472,178,18,12,6,5,19,5,3,3,79.62,13.62,17.61,6.71,4.62,77.33,23.22,30.03,1,3,2,2024-06-26,2024-06-27,2024-06-29
42279,2576,36,6,17,20,4,20,NULL,4,3,56.61,8.09,13.47,5.22,6.31,60.05,10.25,17.07,0,5,5,2024-02-05,2024-02-05,2024-02-10
42280,15804,720,19,7,6,3,9,NULL,4,3,164.47,11.88,7.28,0.00,10.68,163.27,62.96,38.56,1,3,2,2025-12-20,2025-12-21,2025-12-23
42281,8730,613,20,10,6,1,19,6,2,2,47.92,0.00,0.00,7.32,3.35,58.59,23.96,40.89,0,2,2,2025-09-04,2025-09-04,2025-09-06
42282,1141,248,6,10,18,1,11,NULL,5,4,153.06,0.00,0.00,24.26,19.90,197.22,44.56,22.59,0,1,1,2024-09-04,2024-09-04,2024-09-05
42283,4876,281,17,2,6,2,9,NULL,4,4,258.63,13.65,4.97,12.44,17.15,274.57,92.36,33.64,0,1,1,2024-10-07,2024-10-07,2024-10-08
42284,1095,480,19,10,10,1,19,5,2,2,20.65,0.00,0.00,6.22,1.45,28.32,8.24,29.10,2,7,5,2025-04-24,2025-04-26,2025-05-01
42285,21739,124,18,21,10,4,17,NULL,1,1,20.89,3.62,14.16,7.08,1.21,25.56,2.74,10.72,2,NULL,NULL,2024-05-03,2024-05-05,NULL
42286,2919,837,13,6,6,6,19,NULL,4,3,67.93,18.02,27.22,6.30,9.98,66.19,13.79,20.83,0,2,2,2026-04-16,2026-04-16,2026-04-18
42287,5144,852,17,8,11,1,18,NULL,4,3,89.28,0.00,0.00,5.03,6.25,100.56,26.36,26.21,NULL,NULL,NULL,2026-05-01,NULL,NULL
42288,16557,175,20,21,15,1,19,NULL,1,1,29.62,0.00,0.00,7.94,2.07,39.63,9.54,24.07,1,5,4,2024-06-23,2024-06-24,2024-06-28
42289,1031,465,17,7,6,1,4,NULL,3,2,81.64,0.00,0.00,3.60,5.71,90.95,39.92,43.89,1,7,6,2025-04-09,2025-04-10,2025-04-16
42290,14249,171,11,19,14,6,4,NULL,4,3,79.56,20.38,27.12,4.73,11.24,75.15,6.00,7.98,2,9,7,2024-06-19,2024-06-21,2024-06-28
42291,4428,404,18,7,18,1,19,NULL,1,1,6.12,0.00,0.00,7.62,0.43,14.17,2.52,17.78,1,3,2,2025-02-07,2025-02-08,2025-02-10
42292,17467,797,15,22,18,1,4,NULL,4,4,329.35,0.00,0.00,0.00,65.87,395.22,122.89,31.09,2,8,6,2026-03-07,2026-03-09,2026-03-15
42293,4471,687,17,21,10,2,17,NULL,2,2,21.27,1.26,4.36,7.51,1.40,28.92,8.91,30.81,1,NULL,NULL,2025-11-17,2025-11-18,NULL
42294,8448,517,10,6,14,6,16,NULL,4,2,95.45,21.91,23.37,6.23,13.97,93.74,6.90,7.36,2,6,4,2025-05-31,2025-06-02,2025-06-06
42295,4651,40,18,19,6,1,19,NULL,5,3,99.47,0.00,0.00,5.29,6.96,111.72,44.22,39.58,1,5,4,2024-02-09,2024-02-10,2024-02-14
42296,2649,690,8,10,6,6,4,4,2,2,41.68,10.32,26.69,3.23,4.08,38.67,1.89,4.89,2,7,5,2025-11-20,2025-11-22,2025-11-27
42297,9364,379,20,9,8,3,18,NULL,3,3,170.84,8.70,5.01,0.00,11.35,173.49,73.04,42.10,NULL,NULL,NULL,2025-01-13,NULL,NULL
42298,1792,71,3,7,14,1,4,NULL,1,1,19.16,0.00,0.00,3.09,1.92,24.17,7.99,33.06,1,7,6,2024-03-11,2024-03-12,2024-03-18
42299,9653,563,19,20,6,1,14,NULL,3,3,87.39,0.00,0.00,23.15,6.12,116.66,33.30,28.54,0,1,1,2025-07-16,2025-07-16,2025-07-17
42300,15715,919,15,24,6,1,3,NULL,4,3,98.92,0.00,0.00,4.13,19.78,122.83,44.76,36.44,NULL,NULL,NULL,2026-07-07,NULL,NULL
42301,16173,158,14,2,12,1,20,NULL,4,4,142.26,0.00,0.00,0.00,28.45,170.71,46.29,27.12,1,6,5,2024-06-06,2024-06-07,2024-06-12
42302,13649,340,17,8,6,1,4,5,3,3,214.11,0.00,0.00,0.00,14.99,229.10,96.37,42.06,0,8,8,2024-12-05,2024-12-05,2024-12-13
42303,9505,159,9,24,7,6,18,2,4,3,168.69,38.03,24.46,0.00,24.83,155.49,22.23,14.30,NULL,NULL,NULL,2024-06-07,NULL,NULL
42304,15413,968,20,8,6,6,17,NULL,3,2,95.18,19.84,22.56,7.34,5.27,87.95,8.27,9.40,2,NULL,NULL,2026-08-25,2026-08-27,NULL
42305,20550,696,6,4,2,6,19,NULL,2,2,32.41,8.63,25.81,6.57,3.09,33.44,3.02,9.03,2,5,3,2025-11-26,2025-11-28,2025-12-01
42306,13694,310,19,19,6,1,6,NULL,7,5,165.35,0.00,0.00,17.35,11.57,194.27,48.90,25.17,1,3,2,2024-11-05,2024-11-06,2024-11-08
42307,12006,319,2,22,6,1,1,3,2,2,79.50,0.00,0.00,4.44,7.95,91.89,23.10,25.14,1,7,6,2024-11-14,2024-11-15,2024-11-21
42308,5217,744,13,3,20,1,18,NULL,3,2,148.76,0.00,0.00,5.05,29.75,183.56,65.84,35.87,NULL,NULL,NULL,2026-01-13,NULL,NULL
42309,11144,321,19,15,7,1,19,NULL,5,3,165.43,0.00,0.00,6.42,11.58,183.43,70.60,38.49,2,4,2,2024-11-16,2024-11-18,2024-11-20
42310,272,113,20,10,10,1,19,NULL,4,3,227.78,0.00,0.00,0.00,15.94,243.72,113.45,46.55,2,4,2,2024-04-22,2024-04-24,2024-04-26
42311,1878,583,8,4,6,3,9,4,2,2,36.65,4.43,8.24,17.36,4.19,53.77,8.51,15.83,0,2,2,2025-08-05,2025-08-05,2025-08-07
42312,1792,520,1,7,8,1,5,NULL,1,1,48.82,0.00,0.00,3.35,4.88,57.05,16.84,29.52,3,8,5,2025-06-03,2025-06-06,2025-06-11
42313,1115,783,18,22,12,1,18,NULL,3,3,145.37,0.00,0.00,6.89,10.18,162.44,69.35,42.69,NULL,NULL,NULL,2026-02-21,NULL,NULL
42314,20208,598,11,8,6,1,9,3,3,2,75.44,0.00,0.00,17.15,14.33,106.92,24.67,23.07,0,2,2,2025-08-20,2025-08-20,2025-08-22
42315,14320,135,10,15,10,6,19,NULL,5,3,94.51,21.42,23.14,5.59,13.89,92.57,10.30,11.13,1,5,4,2024-05-14,2024-05-15,2024-05-19
42316,1730,790,17,4,6,1,4,3,5,4,284.22,0.00,0.00,4.72,19.90,308.84,129.47,41.92,1,9,8,2026-02-28,2026-03-01,2026-03-09
42317,21928,872,19,22,19,1,8,NULL,4,2,221.78,0.00,0.00,16.71,15.52,254.01,68.10,26.81,NULL,NULL,NULL,2026-05-21,NULL,NULL
42318,16810,366,15,2,6,1,19,NULL,3,2,63.86,0.00,0.00,6.99,12.77,83.62,21.45,25.65,1,3,2,2024-12-31,2025-01-01,2025-01-03
42319,10492,19,6,22,18,1,19,NULL,6,5,143.39,0.00,0.00,7.74,18.64,169.77,45.76,26.95,2,5,3,2024-01-19,2024-01-21,2024-01-24
42320,11730,548,20,22,2,6,19,NULL,5,2,88.14,19.23,24.06,6.18,4.82,79.91,7.86,9.84,0,4,4,2025-07-01,2025-07-01,2025-07-05
42321,1366,761,17,21,8,1,18,NULL,3,3,60.12,0.00,0.00,6.71,4.21,71.04,18.38,25.87,NULL,NULL,NULL,2026-01-30,NULL,NULL
42322,13556,312,18,21,6,1,6,NULL,2,2,65.17,0.00,0.00,14.16,4.56,83.89,27.01,32.20,0,1,1,2024-11-07,2024-11-07,2024-11-08
42323,8040,409,13,11,6,1,9,NULL,2,2,103.32,0.00,0.00,14.63,20.66,138.61,35.86,25.87,0,2,2,2025-02-12,2025-02-12,2025-02-14
42324,12969,124,19,9,20,6,18,NULL,1,1,22.49,6.17,24.86,7.36,1.14,24.82,3.09,12.45,NULL,NULL,NULL,2024-05-03,NULL,NULL
42325,10370,85,20,22,11,1,4,NULL,4,3,155.43,0.00,0.00,4.29,10.88,170.60,75.88,44.48,3,8,5,2024-03-25,2024-03-28,2024-04-02
42326,5231,358,13,10,20,5,10,NULL,3,3,312.37,57.13,17.67,16.97,51.05,323.26,75.37,23.32,0,1,1,2024-12-23,2024-12-23,2024-12-24
42327,6222,410,15,19,14,6,4,NULL,2,2,157.78,38.01,26.45,0.00,23.95,143.72,7.86,5.47,2,8,6,2025-02-13,2025-02-15,2025-02-21
42328,20646,639,6,16,18,1,17,NULL,4,3,166.79,0.00,0.00,0.00,21.68,188.47,50.75,26.93,1,NULL,NULL,2025-09-30,2025-10-01,NULL
42329,5641,706,20,11,18,3,16,NULL,2,2,127.69,10.69,8.14,6.17,8.19,131.36,52.20,39.74,2,5,3,2025-12-06,2025-12-08,2025-12-11
42330,16200,878,18,23,6,1,6,NULL,3,3,49.21,0.00,0.00,16.93,3.44,69.58,22.72,32.65,1,2,1,2026-05-27,2026-05-28,2026-05-29
42331,14230,947,20,20,10,1,19,NULL,2,2,33.46,0.00,0.00,6.41,2.34,42.21,11.32,26.82,1,4,3,2026-08-04,2026-08-05,2026-08-08
42332,20007,494,17,23,8,1,18,NULL,2,2,34.18,0.00,0.00,7.14,2.39,43.71,16.85,38.55,NULL,NULL,NULL,2025-05-08,NULL,NULL
42333,10779,684,18,17,18,1,19,NULL,2,2,111.05,0.00,0.00,0.00,7.77,118.82,42.06,35.40,0,5,5,2025-11-14,2025-11-14,2025-11-19
42334,18287,713,19,3,6,1,19,NULL,2,2,50.25,0.00,0.00,7.39,3.52,61.16,22.52,36.82,0,4,4,2025-12-13,2025-12-13,2025-12-17
42335,5964,128,17,19,14,1,9,NULL,5,4,173.09,0.00,0.00,12.36,12.12,197.57,55.73,28.21,1,3,2,2024-05-07,2024-05-08,2024-05-10
42336,6061,528,19,24,6,1,19,4,3,3,133.53,0.00,0.00,6.81,9.35,149.69,39.38,26.31,2,6,4,2025-06-11,2025-06-13,2025-06-17
42337,1062,159,18,11,10,1,19,NULL,3,2,105.49,0.00,0.00,7.88,7.38,120.75,49.85,41.28,1,6,5,2024-06-07,2024-06-08,2024-06-13
42338,10844,860,11,5,6,6,19,NULL,5,5,92.83,25.22,28.80,7.12,12.85,87.58,17.42,19.89,0,4,4,2026-05-09,2026-05-09,2026-05-13
42339,13459,509,3,21,10,1,19,NULL,3,2,92.71,0.00,0.00,6.89,9.27,108.87,35.87,32.95,2,4,2,2025-05-23,2025-05-25,2025-05-27
42340,10625,90,20,12,6,7,19,NULL,6,5,437.05,130.53,38.91,7.50,21.46,335.48,87.18,25.99,1,4,3,2024-03-30,2024-03-31,2024-04-03
42341,8607,357,6,20,6,1,18,4,4,4,89.58,0.00,0.00,7.96,11.65,109.19,30.93,28.33,NULL,NULL,NULL,2024-12-22,NULL,NULL
42342,16299,487,20,22,8,1,18,NULL,3,3,64.63,0.00,0.00,5.69,4.52,74.84,28.54,38.13,NULL,NULL,NULL,2025-05-01,NULL,NULL
42343,5155,191,19,22,6,6,9,NULL,2,2,97.07,21.46,22.02,16.56,5.29,97.46,20.53,21.07,0,1,1,2024-07-09,2024-07-09,2024-07-10
42344,16363,876,10,22,6,1,18,NULL,7,6,118.35,0.00,0.00,8.00,22.49,148.84,46.69,31.37,NULL,NULL,NULL,2026-05-25,NULL,NULL
42345,14083,699,17,21,6,3,7,NULL,4,3,96.79,10.32,9.48,16.35,6.05,108.87,30.27,27.80,0,NULL,NULL,2025-11-29,2025-11-29,NULL
42346,21851,456,14,22,18,1,18,NULL,3,3,17.68,0.00,0.00,7.02,3.54,28.24,6.00,21.25,NULL,NULL,NULL,2025-03-31,NULL,NULL
42347,14141,202,9,9,5,1,3,NULL,2,2,24.09,0.00,0.00,3.25,4.58,31.92,8.45,26.47,NULL,NULL,NULL,2024-07-20,NULL,NULL
42348,10281,868,19,24,14,1,18,NULL,5,4,280.94,0.00,0.00,0.00,19.67,300.61,133.81,44.51,NULL,NULL,NULL,2026-05-17,NULL,NULL
42349,19110,732,18,7,6,5,4,NULL,4,4,376.40,52.58,15.18,0.00,22.67,346.49,92.82,26.79,1,9,8,2026-01-01,2026-01-02,2026-01-10
42350,6884,116,18,5,6,2,19,NULL,5,4,42.54,2.24,4.51,6.58,2.82,49.70,13.20,26.56,2,4,2,2024-04-25,2024-04-27,2024-04-29
42351,18105,44,14,8,6,1,19,NULL,3,3,98.99,0.00,0.00,5.31,19.80,124.10,45.72,36.84,0,4,4,2024-02-13,2024-02-13,2024-02-17
42352,17773,716,20,21,18,1,19,NULL,7,7,126.57,0.00,0.00,6.84,8.86,142.27,45.64,32.08,0,3,3,2025-12-16,2025-12-16,2025-12-19
42353,2383,218,19,9,18,1,6,NULL,3,2,150.87,0.00,0.00,13.17,10.56,174.60,58.56,33.54,1,2,1,2024-08-05,2024-08-06,2024-08-07
42354,3792,165,13,9,6,4,17,NULL,3,2,25.69,4.57,14.94,5.24,4.22,30.58,5.49,17.95,1,NULL,NULL,2024-06-13,2024-06-14,NULL
42355,175,688,19,12,10,6,6,NULL,1,1,112.32,25.78,27.84,0.00,6.06,92.60,10.76,11.62,0,1,1,2025-11-18,2025-11-18,2025-11-19
42356,2980,291,3,4,10,1,4,4,3,2,19.00,0.00,0.00,3.27,1.90,24.17,7.31,30.24,1,7,6,2024-10-17,2024-10-18,2024-10-24
42357,5158,833,13,3,11,1,3,NULL,6,6,72.86,0.00,0.00,3.18,14.57,90.61,33.76,37.26,NULL,NULL,NULL,2026-04-12,NULL,NULL
42358,20783,394,19,5,15,3,18,NULL,3,1,80.23,7.75,9.12,7.44,5.07,84.99,17.48,20.57,NULL,NULL,NULL,2025-01-28,NULL,NULL
42359,12028,733,14,24,20,1,18,3,1,1,22.44,0.00,0.00,6.86,4.49,33.79,7.68,22.73,NULL,NULL,NULL,2026-01-02,NULL,NULL
42360,21105,658,20,9,6,6,2,NULL,1,1,70.30,16.17,26.36,3.43,3.79,61.35,9.58,15.62,1,NULL,NULL,2025-10-19,2025-10-20,NULL
42361,8301,403,6,24,2,1,19,NULL,6,4,196.84,0.00,0.00,5.47,25.59,227.90,82.17,36.06,2,6,4,2025-02-06,2025-02-08,2025-02-12
42362,851,812,20,22,6,5,17,NULL,4,4,79.76,12.29,15.72,5.98,4.72,78.17,26.92,34.44,0,NULL,NULL,2026-03-22,2026-03-22,NULL
42363,14260,110,19,9,18,1,7,NULL,4,4,419.87,0.00,0.00,17.15,29.39,466.41,184.23,39.50,1,NULL,NULL,2024-04-19,2024-04-20,NULL
